"18 Digit Account ID Conversion","Account ID","Account Name","Billing Country (text only)","Website","Website URL cleaned","Crunchbase URL","Company NOT in Crunchbase","Company AIN'T BEEN CHECKED in Crunchbase"
"0011Y00002reOvEQAU","0011Y00002reOvE","Hitch Health","United States","https://hitchhealth.co/","hitchhealth.co/","https://www.crunchbase.com/organization/hitch-health","0","0"
"0011Y00002rb8s8QAA","0011Y00002rb8s8","HiTech Action, LLC","United States","","","","0","1"
"0012A00001vJlTtQAK","0012A00001vJlTt","Hitlist","United States","http://hitlistapp.com","hitlistapp.com","https://www.crunchbase.com/organization/hitlist","0","0"
"0011Y00002rb8s9QAA","0011Y00002rb8s9","Hit Reset","","https://www.hitreset.io","hitreset.io","https://www.crunchbase.com/organization/reset-00c8","0","0"
"0011Y00002rb8sAQAQ","0011Y00002rb8sA","Hivecast","United States","lemleymedia.com","lemleymedia.com","","0","1"
"0011Y00002reSfCQAU","0011Y00002reSfC","Hive Gaming","Australia","","","https://www.crunchbase.com/organization/hive-gaming-10d4","0","0"
"0011Y00002rb8sBQAQ","0011Y00002rb8sB","Hivemetric","United States","https://www.hivemetric.com","hivemetric.com","https://www.crunchbase.com/organization/hivemetric","0","0"
"0012A00002WH2gpQAD","0012A00002WH2gp","hiveonline","Denmark","http://www.hivenetwork.online/","hivenetwork.online/","https://www.crunchbase.com/organization/hiveonline","0","0"
"0012A00002FmIsnQAF","0012A00002FmIsn","HIVERY","Australia","http://www.hivery.com","hivery.com","https://www.crunchbase.com/organization/hivery","0","0"
"0012A00002SI208QAD","0012A00002SI208","HiyaPurpose","Australia","http://hiyapurpose.com","hiyapurpose.com","","1","0"
"001F000001SRE2rIAH","001F000001SRE2r","HMB Brewing Company","United States","www.hmbbrewingco.co","hmbbrewingco.co","","0","1"
"0012A00002DulGoQAJ","0012A00002DulGo","HNR TECH Private Limited","India","http://www.hnrtech.com","hnrtech.com","","0","1"
"001F000001Veo0DIAR","001F000001Veo0D","hobbyDB","United States","https://www.hobbydb.com","hobbydb.com","https://www.crunchbase.com/organization/hobbydb","0","0"
"0011Y00002rb8sCQAQ","0011Y00002rb8sC","HOHM","","https://hohm.life","hohm.life","https://www.crunchbase.com/organization/hohm","0","0"
"001F000001aPkjQIAS","001F000001aPkjQ","Hoiio","Singapore","http://hoiio.com","hoiio.com","https://www.crunchbase.com/organization/hoiio","0","0"
"001F000001VLlKtIAL","001F000001VLlKt","Hoist","Thailand","http://hoist.io/","hoist.io/","https://www.crunchbase.com/organization/hoist-3","0","0"
"0012A00002KFfWPQA1","0012A00002KFfWP","Hokku PR","United States","http://www.hokkupr.com/","hokkupr.com/","https://www.crunchbase.com/organization/hokku-pr","0","0"
"001F000001rtHXIIA2","001F000001rtHXI","Hold for Jane","United States","http://www.holdforjane.com/","holdforjane.com/","","0","1"
"0011Y00002rb8sDQAQ","0011Y00002rb8sD","Holidee","United States","http://www.myholidee.com","myholidee.com","","0","1"
"0012A00002LjxTeQAJ","0012A00002LjxTe","Holistic Patterns","United States","holisticpatterns.com","holisticpatterns.com","","0","1"
"0011Y00002rb8sEQAQ","0011Y00002rb8sE","HOLLEY","China","http://www.holley.cn/","holley.cn/","https://www.crunchbase.com/organization/holley-group","0","0"
"0012A00002LjxTfQAJ","0012A00002LjxTf","HOLLEY KNIVES Relaunch","United States","","","","0","1"
"0012A00002SHzQGQA1","0012A00002SHzQG","Holliday-Diamond Development","United States","http://www.kw.com/kw/","kw.com/kw/","https://www.crunchbase.com/organization/keller-williams-realty","0","0"
"0011Y0000357bygQAA","0011Y0000357byg","Holoarc","Turkey","holoarc.com","holoarc.com","","0","1"
"0011Y00002rb8sFQAQ","0011Y00002rb8sF","HoloAsh, Inc.","United States","https://holoash.com","holoash.com","https://www.crunchbase.com/organization/holoash-inc","0","0"
"0012A00002SHzRSQA1","0012A00002SHzRS","Hologo World","United States","https://hologo.world/","hologo.world/","https://www.crunchbase.com/organization/hologo-world","0","0"
"0012A00002CbOTHQA3","0012A00002CbOTH","Holojam","United States","https://holojamvr.com/","holojamvr.com/","https://www.crunchbase.com/organization/holojam","0","0"
"0012A00002IUwZpQAL","0012A00002IUwZp","Holosonics","United States","http://www.holosonics.com","holosonics.com","https://www.crunchbase.com/organization/holosonics","0","0"
"0012A00002Iymc3QAB","0012A00002Iymc3","Homade!","Indonesia","http://homade.world/en/","homade.world/en/","https://www.crunchbase.com/organization/homade","0","0"
"0011Y0000357byLQAQ","0011Y0000357byL","Home+","Canada","","","","0","1"
"0012A00002LlitXQAR","0012A00002LlitX","Homebase","United States","http://www.joinhomebase.com","joinhomebase.com","https://www.crunchbase.com/organization/homebase","0","0"
"0011Y000035y07MQAQ","0011Y000035y07M","Homebound","United States","https://www.homebound.com/","homebound.com/","https://www.crunchbase.com/organization/homebound","0","0"
"0012A00002EKw7lQAD","0012A00002EKw7l","Home Care Comfort","Netherlands","http://www.careandcomfort.com","careandcomfort.com","https://www.crunchbase.com/organization/home-care-comfort","0","0"
"0012A00002IUJO5QAP","0012A00002IUJO5","Home Connect Care","United States","http://Www.homeconnectcare.com","Www.homeconnectcare.com","","0","1"
"0012A00002LkdKZQAZ","0012A00002LkdKZ","Homedika","Indonesia","http://homedika.com","homedika.com","https://www.crunchbase.com/organization/homedika","0","0"
"0012A00002SHzRfQAL","0012A00002SHzRf","HomeExpert","United States","https://www.homeexpert.com/","homeexpert.com/","https://www.crunchbase.com/organization/homeexpert","0","0"
"0012A00002LjxTgQAJ","0012A00002LjxTg","HomeLend","Israel","","","","0","1"
"0011Y0000357c2hQAA","0011Y0000357c2h","Home Lending Pal","United States","homelendingpal.com","homelendingpal.com","","0","1"
"0012A00002LjxU8QAJ","0012A00002LjxU8","Homely","Mexico","https://www.homely.mx/","homely.mx/","https://www.crunchbase.com/organization/jelp-mi","0","0"
"0012A00002SHzPmQAL","0012A00002SHzPm","Homemaide","United States","http://homemaide.com/","homemaide.com/","","1","0"
"001F000001mVj3HIAS","001F000001mVj3H","HomeMe","United States","http://www.homemeapp.com","homemeapp.com","https://www.crunchbase.com/organization/homeme-inc","0","0"
"0011Y00002rb8sGQAQ","0011Y00002rb8sG","HomeOpenly","United States","https://homeopenly.com/","homeopenly.com/","https://www.crunchbase.com/organization/homeopenly","0","0"
"0011Y00002rcgENQAY","0011Y00002rcgEN","Homeroom","United States","https://homeroomtime.com","homeroomtime.com","https://www.crunchbase.com/organization/productbox","0","0"
"0012A00002LjxThQAJ","0012A00002LjxTh","hometuls","Colombia","https://hometuls.co/","hometuls.co/","https://www.crunchbase.com/organization/hometuls","0","0"
"0012A00002CbOTsQAN","0012A00002CbOTs","HomeyLabs","United States","http://www.homeyapp.net/","homeyapp.net/","https://www.crunchbase.com/organization/homey-2","0","0"
"0012A000029R3qNQAS","0012A000029R3qN","Homies","","http://www.homies.mobi","homies.mobi","https://www.crunchbase.com/organization/homies-2","0","0"
"0012A00002KFfW4QAL","0012A00002KFfW4","homies.io","","http://homies.io","homies.io","https://www.crunchbase.com/organization/homies-io","0","0"
"0012A00002DQRWAQA5","0012A00002DQRWA","homoioscure","India","www.homoioscure.com","homoioscure.com","","0","1"
"0012A00002SHzPXQA1","0012A00002SHzPX","Hone","United States","https://www.honehq.com/","honehq.com/","https://www.crunchbase.com/organization/honehq","0","0"
"0011Y00002rb8sHQAQ","0011Y00002rb8sH","HoneHQ","United States","","","","0","1"
"0012A00002LjxTiQAJ","0012A00002LjxTi","honest allure","United States","","","","0","1"
"0012A00002IUwusQAD","0012A00002IUwus","Honest Dollar","United States","http://www.honestdollar.com","honestdollar.com","https://www.crunchbase.com/organization/honest-dollar","0","0"
"0011Y00002rb8sIQAQ","0011Y00002rb8sI","Honeycomb Credit","United States","https://www.honeycombcredit.com/","honeycombcredit.com/","https://www.crunchbase.com/organization/honeycomb-credit","0","0"
"0011Y00002reP6bQAE","0011Y00002reP6b","Honeypotz Inc.","United States","","","","0","1"
"0012A00002L4QL6QAN","0012A00002L4QL6","honorCode","United States","http://www.honorcodeatl.org","honorcodeatl.org","","0","1"
"0012A00002DQRVkQAP","0012A00002DQRVk","Honuline","United Kingdom","http://honuline.com/","honuline.com/","https://www.crunchbase.com/organization/honuline","0","0"
"0011Y00002kJOKwQAO","0011Y00002kJOKw","Hooch","United States","http://tapnetwork.io","tapnetwork.io","https://www.crunchbase.com/organization/hooch","0","0"
"001F000001SRIdXIAX","001F000001SRIdX","HoochHound","Canada","http://www.hoochhound.com","hoochhound.com","https://www.crunchbase.com/organization/hoochhound","0","0"
"0012A00002SIuhcQAD","0012A00002SIuhc","Hood","Egypt","http://www.hoodeg.com/","hoodeg.com/","https://www.crunchbase.com/organization/hood-e3df","0","0"
"0012A00002SHsRfQAL","0012A00002SHsRf","Hooga","Australia","http://Www.hooga.com","Www.hooga.com","","1","0"
"0012A00002BrjGaQAJ","0012A00002BrjGa","hooked. app, LLC","United States","http://www.thehookedapp.com","thehookedapp.com","","0","1"
"0012A00002JLlBVQA1","0012A00002JLlBV","Hoonter","Spain","http://www.hoonter.com/","hoonter.com/","https://www.crunchbase.com/organization/hoonter","0","0"
"0012A00002IymdLQAR","0012A00002IymdL","Hoop","Israel","http://www.hoopatwork.com","hoopatwork.com","https://www.crunchbase.com/organization/hoop-2","0","0"
"0012A00002DQRZFQA5","0012A00002DQRZF","Hoop (former forcauz, just changed)","Israel","http://www.us.forcauz.com","us.forcauz.com","","0","1"
"0011Y00002lAj0mQAC","0011Y00002lAj0m","Hoopla","Canada","http://www.hoopla.com","hoopla.com","https://www.crunchbase.com/organization/hoopla-com","0","0"
"001F000001RcOpEIAV","001F000001RcOpE","Hoopla Software","United States","http://hoopla.net","hoopla.net","https://www.crunchbase.com/organization/hoopla-software","0","0"
"0012A00002SIui9QAD","0012A00002SIui9","Hop.Asia","Singapore","https://hop.asia","hop.asia","","0","1"
"0011Y00002reOoQQAU","0011Y00002reOoQ","Hopeful Inc.","Canada","https://www.hopefulinc.me/","hopefulinc.me/","https://www.crunchbase.com/organization/hopeful-inc","0","0"
"0012A00002LjxTjQAJ","0012A00002LjxTj","Hopolla","Australia","","","","0","1"
"0012A00001vJlTvQAK","0012A00001vJlTv","Hopscotch","United States","https://www.gethopscotch.com/","gethopscotch.com/","https://www.crunchbase.com/organization/hopscotch-2","0","0"
"001F000001fcBTmIAM","001F000001fcBTm","Hopscratch","United States","www.hopscratch.com","hopscratch.com","","0","1"
"0011Y00002reP5VQAU","0011Y00002reP5V","Hopstack Inc","United States","https://www.hopstack.io/","hopstack.io/","https://www.crunchbase.com/organization/hopstack","0","0"
"0012A00002IymWlQAJ","0012A00002IymWl","Hopthru","United States","http://Hopthru.com","Hopthru.com","https://www.crunchbase.com/organization/hopthru","0","0"
"0012A00002MAmcwQAD","0012A00002MAmcw","HorizON Business HUB Sp. z o.o., Ltd","Poland","http://www.direct-astigmatic-test.com","direct-astigmatic-test.com","","0","1"
"0012A00002Qq1CdQAJ","0012A00002Qq1Cd","Horizon Pharma","United States","http://www.horizonpharma.com","horizonpharma.com","https://www.crunchbase.com/organization/horizon-therapeutics","0","0"
"0011Y00002rd224QAA","0011Y00002rd224","Horizontal","United States","https://horizontaltech.com/","horizontaltech.com/","https://www.crunchbase.com/organization/horizontal-technology","0","0"
"0011Y00002kJLm1QAG","0011Y00002kJLm1","Horizontal Integration","United States","http://horizontalintegration.com/","horizontalintegration.com/","https://www.crunchbase.com/organization/horizontal-integration","0","0"
"0011Y000031HJxaQAG","0011Y000031HJxa","Hornet","United States","https://www.hornet.com","hornet.com","https://www.crunchbase.com/organization/hornet-networks","0","0"
"0011Y00002rb8sJQAQ","0011Y00002rb8sJ","Horus Forensic","United States","","","","0","1"
"0012A00002BrhMiQAJ","0012A00002BrhMi","Horwood Partners","Australia","http://Www.horwood.com.au","Www.horwood.com.au","","0","1"
"0012A00002Bs6mRQAR","0012A00002Bs6mR","Hosbby","","https://www.hosbby.com/","hosbby.com/","https://www.crunchbase.com/organization/hosbby","0","0"
"0011Y00002rb8sKQAQ","0011Y00002rb8sK","hostbuddy","","","","https://www.crunchbase.com/organization/hostbuddy","0","0"
"0012A00002LsQR5QAN","0012A00002LsQR5","Hostelz","United States","https://www.hostelz.com","hostelz.com","https://www.crunchbase.com/organization/hostelz","0","0"
"0012A00002HdhCUQAZ","0012A00002HdhCU","Hostfully, Inc.","United States","http://www.hostfully.com","hostfully.com","https://www.crunchbase.com/organization/hostfully-inc","0","0"
"0012A00002IymeeQAB","0012A00002Iymee","HostSailor","United Arab Emirates","http://www.hostsailor.com","hostsailor.com","https://www.crunchbase.com/organization/hostsailor","0","0"
"0011Y00002nuIt6QAE","0011Y00002nuIt6","hotdotTV, Inc","United States","http://www.hotdot.tv","hotdot.tv","https://www.crunchbase.com/organization/hotdot-tv","0","0"
"0012A00002OJv6cQAD","0012A00002OJv6c","Hotovo","United Kingdom","http://www.hotovo.org","hotovo.org","","0","1"
"0012A00002LlisSQAR","0012A00002LlisS","HotSchedules","United States","https://www.hotschedules.com/","hotschedules.com/","https://www.crunchbase.com/organization/hotschedules","0","0"
"0011Y00002rb8sLQAQ","0011Y00002rb8sL","HotSkillsPayBills","United States","impactstars.com","impactstars.com","","0","1"
"0011Y00002rb8sMQAQ","0011Y00002rb8sM","Hound Software","United States","http://www.houndsoftware.net","houndsoftware.net","https://www.crunchbase.com/organization/hound-software","0","0"
"0011Y00002rb8sNQAQ","0011Y00002rb8sN","HOUR - Connect with Friends","United States","","","","0","1"
"0012A00002CDCNSQA5","0012A00002CDCNS","Hourspent","United States","https://www.hourspent.com","hourspent.com","https://www.crunchbase.com/organization/hourspent-inc","0","0"
"0011Y0000357UKMQA2","0011Y0000357UKM","House of Grain","United Kingdom","http://houseofgrain.com","houseofgrain.com","","1","0"
"0012A00002SHzRMQA1","0012A00002SHzRM","HouseParti","United Kingdom","houseparti.com","houseparti.com","","0","1"
"0012A00002LjxTkQAJ","0012A00002LjxTk","HousePouch.com","United States","https://www.housepouch.com","housepouch.com","https://www.crunchbase.com/organization/housepouch","0","0"
"0011Y00002lAiygQAC","0011Y00002lAiyg","Housing Anywhere","Netherlands","http://www.housinganywhere.com","housinganywhere.com","https://www.crunchbase.com/organization/housinganywhere-com","0","0"
"0012A00002SJV61QAH","0012A00002SJV61","Houspoon","United States","http://www.houspoon.com","houspoon.com","https://www.crunchbase.com/organization/houspoon","0","0"
"0011Y00002rb8sOQAQ","0011Y00002rb8sO","Hovit","United States","https://www.hovit.com/","hovit.com/","https://www.crunchbase.com/organization/hovit","0","0"
"0011Y00002rb8sPQAQ","0011Y00002rb8sP","HOVR California","","https://hovr-california.com","hovr-california.com","https://www.crunchbase.com/organization/hovr-california-llc","0","0"
"001F000001VfgIAIAZ","001F000001VfgIA","How to Franchise Simply","Australia","www.franchisesimply.com.au","franchisesimply.com.au","","0","1"
"0011Y00002reOp0QAE","0011Y00002reOp0","HowToFund","United States","","","","0","1"
"0011Y00002rapqSQAQ","0011Y00002rapqS","Hoy Health LLC","United States","http://www.hoyhealth.com","hoyhealth.com","https://www.crunchbase.com/organization/hoy-health-llc","0","0"
"0012A00002IymWkQAJ","0012A00002IymWk","Hoytrabajas","Colombia","https://hoytrabajas.com","hoytrabajas.com","https://www.crunchbase.com/organization/hoy-trabajas","0","0"
"0011Y00002reOnwQAE","0011Y00002reOnw","HRG Infrastructure Monitoring Inc.","Canada","https://www.hrginfrastructure.com","hrginfrastructure.com","https://www.crunchbase.com/organization/hrg-infrastructure-monitoring-inc","0","0"
"0012A00002DQRYkQAP","0012A00002DQRYk","Hrimon Media Pvt Ltd","India","www.majhapaper.com","majhapaper.com","","0","1"
"0012A00002NnxQrQAJ","0012A00002NnxQr","HR Partner Software Pty Ltd","Australia","http://www.hrpartner.io","hrpartner.io","https://www.crunchbase.com/organization/hrpartner-io","0","0"
"0011Y00002nvIvsQAE","0011Y00002nvIvs","HRS Financial","United States","http://www.hrsmgmt.com/","hrsmgmt.com/","https://www.crunchbase.com/organization/hrs-management-de40","0","0"
"0012A00002SIughQAD","0012A00002SIugh","http://yestart.vip","China","http://www.yestart.vip/register?u=53","yestart.vip/register?u=53","https://www.crunchbase.com/organization/yestart-vip","0","0"
"0011Y00002re0euQAA","0011Y00002re0eu","https://speakable.org/","United States","http://speakable.org/","speakable.org/","https://www.crunchbase.com/organization/speakable","0","0"
"0011Y00002rb8sQQAQ","0011Y00002rb8sQ","Hub.ai","United States","","","","0","1"
"001F000001SRGizIAH","001F000001SRGiz","Hubba","Canada","http://www.hubba.com","hubba.com","https://www.crunchbase.com/organization/hubba","0","0"
"0012A00002Ta89UQAR","0012A00002Ta89U","Hubfly","United States","https://www.hubfly.com","hubfly.com","https://www.crunchbase.com/organization/hubfly","0","0"
"0012A000020pCmQQAU","0012A000020pCmQ","HuBoard","United States","https://huboard.com/","huboard.com/","https://www.crunchbase.com/organization/huboard","0","0"
"0011Y00002rcMh5QAE","0011Y00002rcMh5","Hub Of Tech","Poland","https://huboftech.io/","huboftech.io/","https://www.crunchbase.com/organization/hub-of-tech","0","0"
"0012A00002J0NsrQAF","0012A00002J0Nsr","Hubtel","Ghana","https://hubtel.com/","hubtel.com/","https://www.crunchbase.com/organization/smsgh","0","0"
"0011Y00002reP4WQAU","0011Y00002reP4W","hubub","United States","http://www.hubub.com","hubub.com","https://www.crunchbase.com/organization/hubub","0","0"
"0011Y00002rcZLaQAM","0011Y00002rcZLa","Huckberry","United States","http://huckberry.com","huckberry.com","https://www.crunchbase.com/organization/huckberry","0","0"
"0012A00002IUJOZQA5","0012A00002IUJOZ","Hudly","United States","https://gethudly.com/","gethudly.com/","https://www.crunchbase.com/organization/hudly","0","0"
"0011Y0000357byyQAA","0011Y0000357byy","Hudson Avenue","Canada","","","","0","1"
"0011Y00002reOpUQAU","0011Y00002reOpU","HudumaPlus Company Limited","Tanzania, United Republic of","","","","0","1"
"001F000001fZXfWIAW","001F000001fZXfW","Huel","United Kingdom","https://huel.com","huel.com","https://www.crunchbase.com/organization/huel","0","0"
"0012A00002LjxTmQAJ","0012A00002LjxTm","Huepay","India","","","","0","1"
"0011Y00002lAj1aQAC","0011Y00002lAj1a","Huggnote","","http://www.huggnote.com","huggnote.com","https://www.crunchbase.com/organization/huggnote","0","0"
"0012A00002IymcBQAR","0012A00002IymcB","Hugg Technology","United States","http://www.huggtechnology.com","huggtechnology.com","https://www.crunchbase.com/organization/hugg-technology","0","0"
"0012A00002At75sQAB","0012A00002At75s","Huldit","United States","huldit.com","huldit.com","","0","1"
"0012A00002KGp0cQAD","0012A00002KGp0c","Hulsey Hunt PC","United States","","","","0","1"
"0012A00002DQRYWQA5","0012A00002DQRYW","HUMACAR INC.","United States","www.humacar.com","humacar.com","","0","1"
"001F000001oqZTkIAM","001F000001oqZTk","Humach","United States","https://www.humach.com/","humach.com/","https://www.crunchbase.com/organization/humach","0","0"
"0012A00002LmcKjQAJ","0012A00002LmcKj","human.marketing","United States","http://www.human.marketing","human.marketing","","0","1"
"0011Y00002rcOksQAE","0011Y00002rcOks","HumanBlink Innovation. Rettaroli JG.","Switzerland","http://www.humanblink.ch","humanblink.ch","","1","0"
"0012A00002QzsFtQAJ","0012A00002QzsFt","Human Financial","United States","http://www.humaninc.com","humaninc.com","https://www.crunchbase.com/organization/human-inc","0","0"
"0012A00002DQRdKQAX","0012A00002DQRdK","Human Intelligence","Japan","http://humanintelligence.store","humanintelligence.store","https://www.crunchbase.com/organization/human-intelligence","0","0"
"0011Y00002rdKHTQA2","0011Y00002rdKHT","Humaniti","Australia","http://www.humaniti.com/","humaniti.com/","https://www.crunchbase.com/organization/humaniti","0","0"
"0012A00002BK3P9QAL","0012A00002BK3P9","Humanitix","Australia","www.humanitix.com.au","humanitix.com.au","","0","1"
"001F000001dbZJQIA2","001F000001dbZJQ","HumanityProject.com","United States","https://humanityproject.com/about-us/","humanityproject.com/about-us/","","0","1"
"001F000001h7ktRIAQ","001F000001h7ktR","Humanlearning Ltd.","United Kingdom","https://vyntelligence.com/","vyntelligence.com/","https://www.crunchbase.com/organization/vyn","0","0"
"0011Y00002rb8sRQAQ","0011Y00002rb8sR","Humanly","United States","","","","0","1"
"001F000001iDz0TIAS","001F000001iDz0T","HumansFirst","United States","http://humans-first.com","humans-first.com","https://www.crunchbase.com/organization/her","0","0"
"0012A00002FS8luQAD","0012A00002FS8lu","Humbldt","United States","https://www.humbldt.io","humbldt.io","https://www.crunchbase.com/organization/crib-technologies-inc","0","0"
"001F000001mSWTFIA4","001F000001mSWTF","Humblee","United States","www.sohumblee.com","sohumblee.com","","0","1"
"0012A000029dkiYQAQ","0012A000029dkiY","Humble Ventures","United States","","","","0","1"
"0012A00002G0QlIQAV","0012A00002G0QlI","Humense","Australia","http://www.humense.com/","humense.com/","https://www.crunchbase.com/organization/humense","0","0"
"0012A00002NnxQnQAJ","0012A00002NnxQn","HUMM","United States","https://www.thinkhumm.com","thinkhumm.com","https://www.crunchbase.com/organization/humm-technologies-pty-ltd","0","0"
"0011Y00002reOt0QAE","0011Y00002reOt0","Hunch","Israel","","","","0","1"
"0011Y00002rb8sSQAQ","0011Y00002rb8sS","Hurdle","United States","","","","0","0"
"0012A00002DOv7hQAD","0012A00002DOv7h","Huree Media Group llc","Mongolia","http://www.hureemedia.mn","hureemedia.mn","","0","1"
"0012A00002Lliu5QAB","0012A00002Lliu5","HURR LIMITED","United Kingdom","https://www.hurrcollective.com","hurrcollective.com","https://www.crunchbase.com/organization/hurr-collective","0","0"
"0012A00002LjxTnQAJ","0012A00002LjxTn","Hurry Home","United States","https://www.hurryhome.io/","hurryhome.io/","https://www.crunchbase.com/organization/hurry-home","0","0"
"0012A00002KGp0dQAD","0012A00002KGp0d","Husch Blackwell, LLP","United States","","","","0","1"
"0012A00002JLlBBQA1","0012A00002JLlBB","HushHush","United Kingdom","http://hushhush.com","hushhush.com","https://www.crunchbase.com/organization/hushhush","0","0"
"0012A00002JLlAkQAL","0012A00002JLlAk","Hush - Real Office Talk","India","http://thehushapp.com/hush/web/home/","thehushapp.com/hush/web/home/","","0","1"
"0012A00002HdhCVQAZ","0012A00002HdhCV","Hustle","United States","https://hustle.com","hustle.com","https://www.crunchbase.com/organization/hustle-inc","0","0"
"0011Y00002rc2vfQAA","0011Y00002rc2vf","Hustle & Heart","Australia","https://hustleandheart.com.au","hustleandheart.com.au","","1","0"
"0012A00002DQRUmQAP","0012A00002DQRUm","HX3","Canada","hx3.org","hx3.org","","0","1"
"0012A00002FS8hnQAD","0012A00002FS8hn","Hydro Studios","United States","http://www.hydrostudios.com","hydrostudios.com","","0","1"
"0011Y00002reOnlQAE","0011Y00002reOnl","HYDROTEC SOLUTIONS PRIVATE LIMITED","India","HYDROTECLIMITED.COM","HYDROTECLIMITED.COM","","0","1"
"0011Y00002reP2pQAE","0011Y00002reP2p","Hydro Wind Energy Ltd","United Arab Emirates","","","","0","1"
"0011Y0000357c3PQAQ","0011Y0000357c3P","Hyfit Wearable Gym","United States","","","","0","1"
"0012A00002MAUHjQAP","0012A00002MAUHj","Hyku","Canada","http://www.hyku.com/","hyku.com/","https://www.crunchbase.com/organization/hyku","0","0"
"0012A00001w2QcCQAU","0012A00001w2QcC","HYP3R","United States","http://hyp3r.com","hyp3r.com","https://www.crunchbase.com/organization/hyp3r","0","0"
"0012A00002KGp1IQAT","0012A00002KGp1I","Hypecade","","https://www.hypecade.com","hypecade.com","https://www.crunchbase.com/organization/hypecade","0","0"
"0012A00002EZRJyQAP","0012A00002EZRJy","Hyperbaric Medical Solutions","United States","http://www.hyperbaricmedicalsolutions.com","hyperbaricmedicalsolutions.com","","0","1"
"0012A00002DQRXLQA5","0012A00002DQRXL","Hypercare","Canada","https://www.hypercare.com","hypercare.com","https://www.crunchbase.com/organization/hypercare","0","0"
"0012A00002DQRWNQA5","0012A00002DQRWN","Hyperdata","India","https://www.hyperdata.io/","hyperdata.io/","https://www.crunchbase.com/organization/hyperdata-io","0","0"
"0011Y00002rb8sTQAQ","0011Y00002rb8sT","Hyperion Energy","United States","http://www.hyperion-energy.us","hyperion-energy.us","","0","1"
"0012A00002BX44PQAT","0012A00002BX44P","Hyperlab","Malaysia","https://hyperlab.ai","hyperlab.ai","https://www.crunchbase.com/organization/hyperlab","0","0"
"001F000001tz5JnIAI","001F000001tz5Jn","Hypervelocity Consulting","United States","https://www.hypervelocityconsulting.com","hypervelocityconsulting.com","https://www.crunchbase.com/organization/hypervelocity-consulting","0","0"
"0012A00002DQRVUQA5","0012A00002DQRVU","HyperXchange (Yibeal Tradex Private Limited)","India","https://www.hyperxchange.com","hyperxchange.com","https://www.crunchbase.com/organization/hyperxchange","0","0"
"0012A00002FS63iQAD","0012A00002FS63i","Hyphen 8","United States","http://hyphen-8.com","hyphen-8.com","https://www.crunchbase.com/organization/hyphen8","0","0"
"0011Y0000357c3MQAQ","0011Y0000357c3M","Hypley","Australia","","","","0","1"
"0012A00002LjxToQAJ","0012A00002LjxTo","Hz Innovations - Wavio","United States","innovatehz.com","innovatehz.com","","0","1"
"0012A00002IymcfQAB","0012A00002Iymcf","�_��rency","Turkey","https://www.ogrency.com","ogrency.com","https://www.crunchbase.com/organization/�?rency","0","0"
"001F000001qBxadIAC","001F000001qBxad","i.am+","United States","http://iamplus.com","iamplus.com","https://www.crunchbase.com/organization/i-am-plus-electronics","0","0"
"0012A00002LkdKXQAZ","0012A00002LkdKX","I.O. Domani","United States","www.iodmani.com","iodmani.com","","0","1"
"0011Y00002reP0ZQAU","0011Y00002reP0Z","I'm Fine","Romania","","","","0","1"
"0011Y00002kJOMkQAO","0011Y00002kJOMk","i35 Consultin","United States","i35consulting.com","i35consulting.com","","0","1"
"001F000001nZcEbIAK","001F000001nZcEb","i4c","United Kingdom","https://i4c.technology/","i4c.technology/","https://www.crunchbase.com/organization/i4c-technology","0","0"
"0012A00002BrhKCQAZ","0012A00002BrhKC","i4GOOD","Australia","","","","0","1"
"0011Y00002reOmLQAU","0011Y00002reOmL","iAccess Innovations Inc.","United States","https://www.iaccess.life/","iaccess.life/","https://www.crunchbase.com/organization/iaccess-innovations","0","0"
"001F000001VpktJIAR","001F000001VpktJ","IAF Consulting, Inc.","Japan","http://www.iafc.co.jp/","iafc.co.jp/","https://www.crunchbase.com/organization/iaf-consulting","0","0"
"0011Y00002rcT9gQAE","0011Y00002rcT9g","IAG","Australia","","","","0","1"
"0012A00002JLlBOQA1","0012A00002JLlBO","iagro - intelig̻ncia no agroneg�_cio","Brazil","www.iagro.tech","iagro.tech","","0","1"
"0012A00002Td1uMQAR","0012A00002Td1uM","IALVA","China","http://ialva.org/","ialva.org/","","1","0"
"0011Y00002rcfHgQAI","0011Y00002rcfHg","iAm.Sport","Australia","iam.sport","iam.sport","","0","1"
"0012A000029f3OnQAI","0012A000029f3On","I Am Empowered Woman","United States","http://iamempoweredwoman.com/","iamempoweredwoman.com/","","0","1"
"0012A00002SIugPQAT","0012A00002SIugP","Iam solutions","Egypt","Www.iamsolutions.org","Www.iamsolutions.org","","0","1"
"0011Y00002reP5aQAE","0011Y00002reP5a","iamzaki","United States","","","","0","1"
"0012A00002SIugbQAD","0012A00002SIugb","iapptechnologies","India","https://iapptechnologies.com/","iapptechnologies.com/","https://www.crunchbase.com/organization/iapp-technologies","0","0"
"0011Y00002nufRJQAY","0011Y00002nufRJ","iaso health","Australia","http://www.iasohealth.com.au/","iasohealth.com.au/","","0","1"
"001F000001VefEEIAZ","001F000001VefEE","iATS Payments","Canada","http://home.iatspayments.com/","home.iatspayments.com/","https://www.crunchbase.com/organization/iats-payments","0","0"
"0011Y00002rb8sUQAQ","0011Y00002rb8sU","ibed","United States","https://angel.co/ibed","angel.co/ibed","","0","1"
